function	operation	register	mask	value	delay	retry	evidence	confidence
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_crc_desc.ctl_mask	-	0xffff7fff (AW_PID_2049_AGC_DSP_CTL_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_crc_desc.ctl_enable	-	0x8000 (AW_PID_2049_AGC_DSP_CTL_ENABLE_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_crc_desc.ctl_disable	-	0x0 (AW_PID_2049_AGC_DSP_CTL_DISABLE_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	cco_mux_desc.reg	-	? (AW_PID_2049_PLLCTRL1_REG)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	cco_mux_desc.mask	-	0xffffbfff (AW_PID_2049_CCO_MUX_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	cco_mux_desc.divider	-	0x0 (AW_PID_2049_CCO_MUX_DIVIDED_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	cco_mux_desc.bypass	-	0x4000 (AW_PID_2049_CCO_MUX_BYPASS_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.extn_temp_en_reg	-	? (AW_PID_2049_DSP_REG_TEMP_SWITCH_ADDR)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.extn_temp_en_mask	-	0xffffbfff (AW_PID_2049_DSP_EXTN_TEMP_EN_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.extn_temp_en_reg_type	-	0x0 (AW_DSP_16_DATA)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.extn_temp_reg	-	? (AW_PID_2049_DSP_REG_TEMP_ADDR)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.extn_temp_reg_type	-	0x0 (AW_DSP_16_DATA)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.dsp_temp_reg	-	? (AW_PID_2049_DSP_REG_TEMP_SWITCH_ADDR)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.dsp_temp_reg_type	-	0x0 (AW_DSP_16_DATA)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.dsp_temp_en_mask	-	0xffffffef (AW_PID_2049_DSP_MONITOR_TEMP_EN_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.dsp_volt_reg	-	? (AW_PID_2049_DSP_REG_CFG_MBMEC_GLBCFG)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.dsp_volt_en_mask	-	0xfffffffe (AW_PID_2049_DSP_MONITOR_VOLT_EN_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.dsp_monitor_desc.dsp_volt_reg_type	-	0x0 (AW_DSP_16_DATA)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	monitor_desc.hw_monitor_desc.reg	-	? (AW_REG_NONE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	chansel_desc.rxchan_reg	-	? (AW_PID_2049_I2SCTRL_REG)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	chansel_desc.rxchan_mask	-	0xfffff3ff (AW_PID_2049_CHSEL_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	chansel_desc.rx_left	-	0x400 (AW_PID_2049_CHSEL_LEFT_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	chansel_desc.rx_right	-	0x800 (AW_PID_2049_CHSEL_RIGHT_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	tx_en_desc.tx_en_reg	-	? (AW_PID_2049_I2SCFG1_REG)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	tx_en_desc.tx_en_mask	-	0xfffffffe (AW_PID_2049_I2STXEN_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	tx_en_desc.tx_disable	-	0x0 (AW_PID_2049_I2STXEN_DISABLE_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	cali_desc.cali_delay_desc.dsp_reg	-	? (AW_PID_2049_DSP_CALI_F0_DELAY)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	cali_desc.cali_delay_desc.data_type	-	0x0 (AW_DSP_16_DATA)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_st_desc.dsp_reg_s1	-	? (AW_PID_2049_DSP_ST_S1)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_st_desc.dsp_reg_e1	-	? (AW_PID_2049_DSP_ST_E1)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_st_desc.dsp_reg_s2	-	? (AW_PID_2049_DSP_ST_S2)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_st_desc.dsp_reg_e2	-	? (AW_PID_2049_DSP_ST_E2)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	fw_ver_desc.version_reg	-	? (AW_PID_2049_FIRMWARE_VERSION_REG)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	fw_ver_desc.data_type	-	0x0 (AW_DSP_16_DATA)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dither_desc.reg	-	? (AW_PID_2049_DBGCTRL_REG)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dither_desc.mask	-	0xffff7fff (AW_PID_2049_DITHER_EN_MASK)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dither_desc.enable	-	0x8000 (AW_PID_2049_DITHER_EN_ENABLE_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dither_desc.disable	-	0x0 (AW_PID_2049_DITHER_EN_DISABLE_VALUE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_ng_desc.reg	-	? (AW_REG_NONE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw883xx_pid_2049_dev_init	DESCRIPTOR_INIT	dsp_ng_desc.dsp_lp_reg	-	? (AW_REG_NONE)	-	-	byte-identical stock/rebuild aw883xx_pid_2049_dev_init	PROVEN
aw_dev_reg_dump	REG_READ	i, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_reg_dump	PROVEN
aw_dev_pwd	REG_WRITE_BITS	pwd_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_pwd	PROVEN
aw_dev_pwd	REG_WRITE_BITS	pwd_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_pwd	PROVEN
aw_dev_amppd	REG_WRITE_BITS	amppd_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_amppd	PROVEN
aw_dev_amppd	REG_WRITE_BITS	amppd_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_amppd	PROVEN
aw_dev_set_hmute	REG_WRITE_BITS	mute_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_set_hmute	PROVEN
aw_dev_set_hmute	REG_WRITE_BITS	mute_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_set_hmute	PROVEN
aw_dev_get_hmute	REG_READ	desc->reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_hmute	PROVEN
aw_dev_get_icalk	REG_READ	vcalb_desc->icalkh_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_icalk	PROVEN
aw_dev_get_icalk	REG_READ	vcalb_desc->icalkl_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_icalk	PROVEN
aw_dev_get_vcalk	REG_READ	vcalb_desc->vcalkh_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_vcalk	PROVEN
aw_dev_get_vcalk	REG_READ	vcalb_desc->vcalkl_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_vcalk	PROVEN
aw_dev_get_internal_vcalk	REG_READ	vcalb_desc->vcalkh_dac_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_internal_vcalk	PROVEN
aw_dev_get_internal_vcalk	REG_READ	vcalb_desc->vcalkl_dac_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_internal_vcalk	PROVEN
aw_dev_vsense_select	REG_READ	desc->vcalb_vsense_reg, &vsense_reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_vsense_select	PROVEN
aw_dev_set_vcalb_to_hw	REG_WRITE	vcalb_desc->vcalb_reg, reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_set_vcalb_to_hw	PROVEN
aw_dev_get_cali_f0_delay	DSP_READ		-	-	-	-	byte-identical stock/rebuild aw_dev_get_cali_f0_delay	PROVEN
aw_dev_get_int_status	REG_READ	aw_dev->int_desc.st_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_int_status	PROVEN
aw_dev_get_sysst_value	REG_READ	desc->reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_sysst_value	PROVEN
aw_dev_get_iis_status	REG_READ	desc->reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_iis_status	PROVEN
aw_dev_mode2_pll_check	REG_READ	cco_mux_desc->reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_mode2_pll_check	PROVEN
aw_dev_mode2_pll_check	REG_WRITE_BITS	cco_mux_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_mode2_pll_check	PROVEN
aw_dev_mode2_pll_check	REG_WRITE_BITS	cco_mux_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_mode2_pll_check	PROVEN
aw_dev_sysst_check	REG_READ		-	-	-	-	byte-identical stock/rebuild aw_dev_sysst_check	PROVEN
aw_dev_sysst_check	REG_READ	desc->reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_sysst_check	PROVEN
aw_dev_get_cur_mode_st	REG_READ	aw_dev->pwd_desc.reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_cur_mode_st	PROVEN
aw_dev_set_intmask	REG_WRITE	desc->mask_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_set_intmask	PROVEN
aw_dev_set_intmask	REG_WRITE	desc->mask_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_set_intmask	PROVEN
aw_dev_dsp_enable	REG_WRITE_BITS	desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_dsp_enable	PROVEN
aw_dev_dsp_enable	REG_WRITE_BITS	desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_dsp_enable	PROVEN
aw_dev_memclk_select	REG_WRITE_BITS	desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_memclk_select	PROVEN
aw_dev_memclk_select	REG_WRITE_BITS	desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_memclk_select	PROVEN
aw_dev_get_dsp_status	REG_READ	desc->reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_dsp_status	PROVEN
aw_dev_cfg_crc_check	REG_WRITE_BITS	crc_check_desc->crc_ctrl_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_cfg_crc_check	PROVEN
aw_dev_cfg_crc_check	REG_WRITE_BITS	crc_check_desc->crc_ctrl_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_cfg_crc_check	PROVEN
aw_dev_cfg_crc_check	REG_READ	crc_check_desc->crc_check_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_cfg_crc_check	PROVEN
aw_dev_cfg_crc_check	REG_WRITE_BITS	crc_check_desc->crc_ctrl_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_cfg_crc_check	PROVEN
aw_dev_fw_crc_check	REG_WRITE_BITS	crc_check_desc->crc_ctrl_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_fw_crc_check	PROVEN
aw_dev_fw_crc_check	REG_WRITE_BITS	crc_check_desc->crc_ctrl_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_fw_crc_check	PROVEN
aw_dev_fw_crc_check	REG_READ	crc_check_desc->crc_check_reg, &reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_fw_crc_check	PROVEN
aw_dev_fw_crc_check	REG_WRITE_BITS	crc_check_desc->crc_ctrl_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_fw_crc_check	PROVEN
aw_dev_hw_crc_check	REG_WRITE_BITS	crc_check_desc->ram_clk_reg, crc_check_desc->ram_clk_mask, crc_check_desc->ram_c	-	-	-	-	byte-identical stock/rebuild aw_dev_hw_crc_check	PROVEN
aw_dev_hw_crc_check	REG_WRITE	crc_check_desc->crc_ctrl_reg, crc_check_desc->crc_init_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_hw_crc_check	PROVEN
aw_dev_hw_crc_check	REG_WRITE_BITS	crc_check_desc->ram_clk_reg, crc_check_desc->ram_clk_mask, crc_check_desc->ram_c	-	-	-	-	byte-identical stock/rebuild aw_dev_hw_crc_check	PROVEN
aw_dev_hw_crc_check	REG_WRITE_BITS	crc_check_desc->ram_clk_reg, crc_check_desc->ram_clk_mask, crc_check_desc->ram_c	-	-	-	-	byte-identical stock/rebuild aw_dev_hw_crc_check	PROVEN
aw_dev_get_firmware_ver	DSP_READ		-	-	-	-	byte-identical stock/rebuild aw_dev_get_firmware_ver	PROVEN
aw_dev_get_firmware_ver	REG_WRITE	reg_addr, reg_val)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_firmware_ver	PROVEN
aw_dev_get_firmware_ver	DSP_WRITES	data, len, base)	-	-	-	-	byte-identical stock/rebuild aw_dev_get_firmware_ver	PROVEN
aw_dev_init_vcalb_update	REG_WRITE	vcalb_desc->vcalb_reg, vcalb_desc->last_value)	-	-	-	-	byte-identical stock/rebuild aw_dev_init_vcalb_update	PROVEN
aw_dev_init_vcalb_update	REG_READ	vcalb_desc->vcalb_reg, &vcalb_desc->last_value)	-	-	-	-	byte-identical stock/rebuild aw_dev_init_vcalb_update	PROVEN
aw_dev_crc_realtime_get	DSP_READ	desc->addr,	-	-	-	-	byte-identical stock/rebuild aw_dev_crc_realtime_get	PROVEN
aw_dev_crc_realtime_set	DSP_WRITE_BITS	crc_desc->addr,	-	-	-	-	byte-identical stock/rebuild aw_dev_crc_realtime_set	PROVEN
aw_dev_crc_realtime_set	DSP_WRITE_BITS	crc_desc->addr,	-	-	-	-	byte-identical stock/rebuild aw_dev_crc_realtime_set	PROVEN
aw883xx_crc_realtime_check	REG_READ	desc->reg, &sysst_val)	-	-	-	-	byte-identical stock/rebuild aw883xx_crc_realtime_check	PROVEN
aw883xx_crc_realtime_check	DSP_READ	crc_desc->check_addr,	-	-	-	-	byte-identical stock/rebuild aw883xx_crc_realtime_check	PROVEN
aw883xx_set_dsp_noise_gate_params	REG_WRITE_BITS	dsp_ng_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw883xx_set_dsp_noise_gate_params	PROVEN
aw883xx_set_dsp_noise_gate_params	REG_WRITE_BITS	dsp_ng_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw883xx_set_dsp_noise_gate_params	PROVEN
aw883xx_set_dsp_lowe_power_params	DSP_WRITE_BITS	dsp_ng_desc->dsp_lp_reg,	-	-	-	-	byte-identical stock/rebuild aw883xx_set_dsp_lowe_power_params	PROVEN
aw_dev_sram_check	DSP_READ	dsp_mem_desc->dsp_rom_check_reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_sram_check	PROVEN
aw_dev_sram_check	DSP_WRITE	dsp_mem_desc->dsp_cfg_base_addr,	-	-	-	-	byte-identical stock/rebuild aw_dev_sram_check	PROVEN
aw_dev_sram_check	DSP_READ	dsp_mem_desc->dsp_cfg_base_addr,	-	-	-	-	byte-identical stock/rebuild aw_dev_sram_check	PROVEN
aw_dev_sram_check	REG_WRITE	vcalb_desc->vcalb_reg, vcalb_desc->init_value)	-	-	-	-	byte-identical stock/rebuild aw_dev_sram_check	PROVEN
aw_dev_sram_check	REG_WRITE	hw_cali_re_desc->hbits_reg, hw_cali_re_desc->re_hbits)	-	-	-	-	byte-identical stock/rebuild aw_dev_sram_check	PROVEN
aw_dev_sram_check	REG_WRITE	hw_cali_re_desc->lbits_reg, hw_cali_re_desc->re_lbits)	-	-	-	-	byte-identical stock/rebuild aw_dev_sram_check	PROVEN
aw_dev_set_dither	REG_WRITE_BITS	dither_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_set_dither	PROVEN
aw_dev_set_dither	REG_WRITE_BITS	dither_desc->reg,	-	-	-	-	byte-identical stock/rebuild aw_dev_set_dither	PROVEN
aw883xx_device_stop	REG_READ	aw_dev->pwd_desc.reg, &reg_data)	-	-	-	-	byte-identical stock/rebuild aw883xx_device_stop	PROVEN
